Text,Emotion
"@dmolsen Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",annoyance
"Stuck in an office, red hot",annoyance
Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,annoyance
http://twitpic.com/66mw1 - My poor car,annoyance
@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,annoyance
@iskrin rubbish!,annoyance
Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals,annoyance
Locked out of my fucking house!,annoyance
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  damn Microsoft...,annoyance
i hate history coursework sooo much,annoyance
"just got a haircut, NOT happy!",annoyance
"Tweetiful people, I am sick.",annoyance
@VVbrown It just sucks that I'm stuck in an office  but I have you at Selfridges to look forward too.,annoyance
@Andy_Hawk @andy_sims works sucks without being able to stream KWOD,annoyance
i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i'm defo off to portsmouth for a bit,annoyance
"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!",annoyance
Gahh ! This weather sucksss !,annoyance
I really like how the weather widget on imac and iphone always predict different weather...not!,annoyance
@ryanmtedder He is the truth! But what about Maxwell? You can't forget the future father of my children!,annoyance
"urgh, i really hate that medicine",annoyance
feels so used I hate guys grrrr,annoyance
@erinealberty that sucks!,annoyance
@ZomberellaMcFox not a fan,annoyance
Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,annoyance
@principalspage Grrr. We don't finish until July 3rd.,annoyance
"can't gauge the time of day in my office anymore... It's worse than a friggin' casino in here... no waitresses, smoking, or booze",annoyance
@chevale my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,annoyance
"Back in Glasgow, stuck in traffic on the M8",annoyance
@BrittanyASnow omgsh i know  i'm dealing with that rite now. its no fun!,annoyance
Getting ready for week  Its too nice today to be stuck inside working!,annoyance
I hate going to the dr  just wasted 1 hour and a half for them to say my back pain is probly depression or stress. Duhh! I need it fixed,annoyance
FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!,annoyance
i HATE U.S. history,annoyance
"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully",annoyance
lousy mofo landlord.   need to focus on kid's packing but cant . nevermind sew sleeping bag,annoyance
Ugh! I can't access through my mobile web!,annoyance
@lishreece She has her perfect moments. She just broke one of the tiles on the floor in the hallway. I don't find her very perfect now.,annoyance
@yerex UGH I HATE QUEUEING,annoyance
Weather sucks!!... It's raining again!!,annoyance
hates this weather,annoyance
FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,annoyance
Yukky  Rainy Friday,annoyance
I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,annoyance
@TheColorAbi That sounds shitty too.,annoyance
"@To_The_Moon Hiya hun! It's just not my day. Dentist appointment (ouch!),notebook being a bitch. Feeling sick  How's you?",annoyance
Infamous should have arrived today. But it didn't...,annoyance
@davenavarro6767  it so sucks not having fast internet   dial up sucks everything takes to long to load no way i would have won,annoyance
@Aubs my thoughts exactly re: leaving my 3 dogs. They al hate when they see the luggage come out,annoyance
@db412 Amen to that! My vitamins made me so ill  I felt better before i started taking them!,annoyance
@LAKEVIA @kingdobson dont listen..he do him..but I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am,annoyance
i have no idea wtf im doing,annoyance
i hate the biatches of this world,annoyance
I hate when it's cloudy. I either want it to be all sunny or raining. It's cloudy,annoyance
I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!,annoyance
@LRon_Jaii :-S weirdo leave him alone,annoyance
"ow, I just rolled over my toe with my desk chair.",annoyance
@RoTone u suck! had i went to jail i couldnt tweet anymore,annoyance
Got the sniffles   I SO don't want to get sick - I don't need this.,annoyance
"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",annoyance
@mcpactions bugger didn't know that  shame people have to stick there nose in!,annoyance
I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm...,annoyance
@doug251192 not impressed....! it might go away if you complain too much!  x,annoyance
i hate my new section this school year.. huhu..,annoyance
Stupid kubuntu keeps on freezing on me. I thought linux never freezes,annoyance
"@charlej47's going to Disney World, lucky bitch.",annoyance
"TGIF I don't like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY",annoyance
@EddieMalone yeah sucks eh!,annoyance
"@michelleflores Michelle, I slept for 11 hours last night. I'm still stick with this fever.",annoyance
ive very picky about what i put in my mouth. i hate onions. they make me cry  ),annoyance
in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   )),annoyance
This class is really long and I'm really getting hungry,annoyance
GIVE A HATER A Hug ? Why would you do that? I don't like mwean people,annoyance
@trvsbrkr it's not working here,annoyance
Stupid MSN It wont let me onnnn,annoyance
"so disappointed with human kind   &quot;What's wrong with the world?&quot;  I have five girls in the garden, innocently enjoying the good weather...",annoyance
Working  god I hate it haha,annoyance
@sarahchambers19 Ooo you is back!  Good time? and argh! It hurtssssssssssssssssssssssssssssssssss!  Xx Hate headaches!,annoyance
fuck you ipod for freezing when i need you most,annoyance
@daisyamy me too i hate revision,annoyance
@Cheapflights_uk  o2 - train from Bristol to London. It's terrible - and no wifi,annoyance
@Katt53 no news on the kid. They can't find the parent!,annoyance
stupid HIP!! I hate you!! And I can't even break in my new kicks!!!  GRRRR!,annoyance
@RobbiedaKid no I was too slow  I hate getting the trailhead then not getting in.,annoyance
just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,annoyance
A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums,annoyance
"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",annoyance
im tweeting... this is so hard... i dont get it...,annoyance
@Cyhwuhx You look nothing like your Twitter avatar!,annoyance
hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,annoyance
i have geographie next  and I HATE IT!!!!!!!,annoyance
I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.,annoyance
fuck you tony,annoyance
"Is waiting, yet again. please, just let this to be over",annoyance
Open office &quot;writer&quot; is weird. I need Word to open word documents correctly,annoyance
Shower. Then back to bed. So sick still.,annoyance
Weather sucks. APUSH filming has become a maybe  At least banquet is tonight,annoyance
im grounded tonight  i hate stupid silent mode,annoyance
Then back to fucking school,annoyance
"@ThePaul it's a modded 360, so you can't send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",annoyance
My new car is already giving me problems  That cant be a good sign.,annoyance
@t0ns:  nou moe... stomme banken/crisis shit :S,annoyance
@CapAtomyc That link isn't working for me for some reason,annoyance
Just dropped my sistah off @ lax.    #fb,annoyance
@huma_rashid reeeaaaally... why though??  ew i hate stockings,annoyance
has not finished the bio mols mind map  stupid sheet hid sections from me on the back!,annoyance
So booooored  I learned this though! ????????,annoyance
Worst day ever. And its only noon.,annoyance
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,annoyance
"@thenk83 I've been waiting about the same time to get in, its whenever they feel like it...",annoyance
Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone,annoyance
@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,annoyance
@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!,annoyance
"I told andrew that JT is going to cameo @ MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight",annoyance
"Frustrating when u r in the mood, but your partner is at work. Ugh!",annoyance
"@EllipticEye  ....what did she EVER do to piss them off?    I thought you just meant casting-related wank, not more of that crap.",annoyance
Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!,annoyance
Ugh i hate not having my car!! i miss you my little ford focus!!!,annoyance
i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!,annoyance
French isn't meant to be taught to asians,annoyance
"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price",annoyance
So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed,annoyance
@Natalie_McLife yeah that is the one thing i hate about tweetdeck,annoyance
Just look @ this hellacious desk...good grief  http://short.to/cevd,annoyance
I hate hiccups,annoyance
hates putting in new contacts,annoyance
English exam! Bleh i hate vocab,annoyance
"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!",annoyance
@tylerakira - ughhh!!! have to go back there tonight,annoyance
"Today i Know, My Life Is Empty...  Thats sad but real!!",annoyance
@brooketastic my keys were cracking and crap. I kind of miss my old phone already.,annoyance
Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.,annoyance
"@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home",annoyance
"grr!  i hate being damn near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",annoyance
My TweetDeck is languishing in API Hell. Again.,annoyance
@lelebaby21 @JazzyFiierce u guys are soo unfair smh...,annoyance
"Oh god, a moth was living in a fucking power outlet!  (Actually, my PowerSquid.)",annoyance
@Hatz94 me too. I hate my computer so much..,annoyance
so much for an amazing day...some pervert just ruined it,annoyance
my feet are cold.....i hate when my feet get cold,annoyance
"my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever.",annoyance
"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!  http://bit.ly/191TpR",annoyance
projects suck,annoyance
And my basketball is flat and there was a massive spider in my pavement chalks  Now the sun has gone in. FML.,annoyance
"@ZomberellaMcFox if I do that, I'll have no pc",annoyance
having a reli gd holiday .. buh now have to revise  x,annoyance
@Karmina13 what's up? what happened? DM me if you need to. TXT on my phone is defunk'd,annoyance
"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",annoyance
Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess,annoyance
Had the hottest and stressiest day at work  f the area manager. So happy to be going home!,annoyance
@Devotfeige man that sucks.,annoyance
@danipoynterjudd  its awful. Xxxx,annoyance
oh i hate friday evening.,annoyance
"@KatieJaneWatson Oh, I forget things you see. Ahah. I hated that! It creeped me out.",annoyance
@wilstobbart I'm still at work,annoyance
@NikkiStixx @valentinamia omg you guys will know when I'm getting nasty!!  My head hurts,annoyance
Waiting in a long line at chick-fil-a,annoyance
I need a blankie  this trains an icebox,annoyance
Came home after getting ratty in a shop with the staff and a blister on the foot. Meh,annoyance
Flip flops are a menace! I've cut one of my feet  Ouchies.,annoyance
@redhalo_pax That sucks.,annoyance
Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.,annoyance
why the hell is it raining!! i hate the rain.,annoyance
"@hyper_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",annoyance
Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue,annoyance
"@frostedbetty Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?",annoyance
ahh I hate being sick  Watching atonement! and sleeping,annoyance
@beachnerbum I hate June gloom. I was getting so excited for the beach.,annoyance
1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb,annoyance
God I HATE scary movies. They are not fun at all. I'm such a wimpy.,annoyance
"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts",annoyance
@celticfish this is a travesty,annoyance
6 freakin days!!  Just a thought...what would I have to look forward to after this?,annoyance
"left school just now. my new dress broke, the strap ripped off",annoyance
Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;,annoyance
"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!",annoyance
Just got to work  Today is going to be another long ass day!,annoyance
Walking to class. I hate not having a bike....especially mine.,annoyance
@keirkafka I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,annoyance
I'm drawning in emails,annoyance
"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!",annoyance
last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,annoyance
Grrr..stupid internet connection ruined a great scrabble game,annoyance
Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day,annoyance
@bitterpurl I don't even look at their fabric unless I need polar fleece.   It's worth the extra $ to go to Needle and Thread.,annoyance
"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much",annoyance
OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months,annoyance
@JuiceOwens WHATS THE VIDEO?? I CANT WATCH IT!,annoyance
is so gutted she can't get tickets for pink!,annoyance
"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original.",annoyance
The trains turned into a microwave,annoyance
"I'm really getting sick ugh Fuckin nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara &amp; Sami left",annoyance
This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work,annoyance
Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.,annoyance
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,annoyance
@MoneyMakinMatt shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,annoyance
"@StaceyVPofWC i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",annoyance
Lost at bowling again  why do i suck,annoyance
"So hot today =_=  don't like it and i hate my new timetable, having such a bad week",annoyance
http://twitpic.com/66xlm -  hate when my PARKED car gets hit,annoyance
@teamincredible ALL white shoes make me cringe  . White shoes give me pause.,annoyance
My mouth hurts from this stupid retainer!!,annoyance
"Oh god, I want to blow up my tooth. It hurts.",annoyance
Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out,annoyance
"@CaronsBeachHs  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",annoyance
@RobynHumes Can't  Bro on laptop &amp; Salm on comp! Me stuck with Wii :'( xx,annoyance
is fed up of stupid bots adding me,annoyance
Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.,annoyance
Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.,annoyance
On my way 2 work damn sinus headaches suck,annoyance
Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I'll do the work tops,annoyance
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",annoyance
@Mezzie1221 you are a slow answerer!,annoyance
@cre8tn You and your Yuotube links.  DENIED at work.,annoyance
#itsucks when everyone but the one i want to text me is texting me!,annoyance
Youtube is made of fail right now. Or maybe it's just me that it hates.,annoyance
@soniei argh. I don't like ebay. I got outbid at the last second,annoyance
Not a bad back 43. Piss poor front tho. 90 still unbroken,annoyance
Goddamnit! If we live in an age of constant communication why can't anyone return a text,annoyance
"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",annoyance
Uploading a 1Mo video with microb and on 3G Network in the train is really slow,annoyance
sometimes i got tired dealing with my own dilemmas..,annoyance
@orbitaldiamonds That drives me nuts.,annoyance
Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say,annoyance
"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick.",annoyance
Ughh. That Miley creature song has infested itself in my brain!,annoyance
I hate my life,annoyance
hates these khaki pants! project to do todayy,annoyance
Dear Allergies.. i hate you.. please go away...love always... your victim..,annoyance
i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it,annoyance
John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj,annoyance
hut myself in the face with a hammer earlier by accident  obviously it hurts.,annoyance
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",annoyance
ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.,annoyance
"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black",annoyance
at f***** work  .... want somebody to come ???,annoyance
"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim",annoyance
Busy busy bee.....  I wish I didn't have 2 do laundry! Worst,annoyance
"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",annoyance
@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,annoyance
Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,annoyance
I really ain't woth a f*ck. I can't do anythin right.   What's wrong with me?,annoyance
Sad making! Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc!,annoyance
"@thebookpolice actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.",annoyance
Almost all are here now! Tomorrow at 8 we start! 291km's of mud  - http://mobypicture.com/?zx33t1,annoyance
Hate I am going to miss the tweet up this weekend,annoyance
Ready to kill myself  i hate history,annoyance
"YESSS, FLASH IS BEING SHITTY TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",annoyance
and this terrible cartoon that's supposed to be mexican.,annoyance
@TinaBinaTooReal not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh,annoyance
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,annoyance
I hate crowds   http://tr.im/mONi,annoyance
"It's the weekend, its sunny..... and I got another puncture!!!",annoyance
@followfrankie u feeling urself so much u cant say hi???  me no likey u,annoyance
someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,annoyance
i don't know !!,annoyance
I hate the dentist,annoyance
@vamp411316 haha that sucks! actually mine is worse. mines ft math  eww,annoyance
lif's unfair....luk wat it did to ma frend...i m so hating it,annoyance
"@debbieseraphina not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!",annoyance
wow. i just install twitter fox. I am tired to keep refresh my browser,annoyance
DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,annoyance
This is getting on my nerves. I cant change my pic,annoyance
Tummy hurts  oh noes,annoyance
"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",annoyance
Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh,annoyance
I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??,annoyance
have to return my sideways. fuck meds and bills.,annoyance
Hates having broken wrist and has PE next ugh,annoyance
"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",annoyance
So bored in chem n im super hungry! Ugh,annoyance
"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB",annoyance
Stupid idiot who ran a stop sing and almost killed me and my car!,annoyance
why bother @ing at celebs? eh? cause it's almost like talking to them,annoyance
I really hate revision,annoyance
"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.",annoyance
Hey ugh im sick and its summar !,annoyance
"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here.",annoyance
Swolen as shitt  boo hoo,annoyance
@DeJonGrant I accidentaly slammed my finger in the trunk,annoyance
@devon_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!,annoyance
Just noticed @ubertwiter didn't get the location right again!  Maybe a way to preview it before sending would be handy??,annoyance
"@lindentreephoto yeah, its super crap today   Stupid writing!  ugh",annoyance
Still hating the whole Twitter replies thing. I feel like I'm missing bits.  #fixreplies,annoyance
"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn't here",annoyance
Geometry is so Damn boring.  waste of time.. 20 more minutes left,annoyance
"1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip",annoyance
I hate this weather  i wanna bake,annoyance
"@_ophelia Oh, Hamletgasm! I hate having to work 12 hours today!How utterly crap, I miss everything! [managed forum for 5 min on break  ]",annoyance
Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,annoyance
i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,annoyance
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,annoyance
"@_missJP LMAO! ugh i know, i need to sleep the Qdoba off before i do all that workin out. and no, ur pic doesnt show",annoyance
"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",annoyance
"@CourtJsallis  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",annoyance
okay... I can't twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...,annoyance
"@BretWolfe its a travesty, no? and, the people who are doing this said they'd THINK about involving joss whedon!!!!",annoyance
ughh on the phone with HP!,annoyance
Friday night and still working...oh wait..it's Saturday morning already,annoyance
Borrowing my Mom's Lenovo laptop The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro,annoyance
The only thing I hate about Playoff Pens hockey is how much the tickets are! I wanted to go to a game but there 300$ a ticket,annoyance
Wishing I could kidnap @candrews from work,annoyance
"damn fight night 4 demo won't load, keeps crashing at the first screen. time to delete and re download i think",annoyance
@KourtneyKardash i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  @RobKardashian,annoyance
@lozzy hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,annoyance
"@Xantiriad the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house",annoyance
Funerals are no bueno,annoyance
Getting AxKit running on Ubuntu 8.04 is making my head explode.,annoyance
i hateeeeeeeeee telemarketers!!!!! gotten about 10 phone calls today from them and its only 3 in the afternoon!!,annoyance
...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,annoyance
"@chezpim they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",annoyance
Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3,annoyance
anyone have tickets to the mtv movie awards? some guy scammed me,annoyance
this week has been awful.,annoyance
Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr,annoyance
The new tecas driver license design is ugly,annoyance
I cant get all my rwitters on my phone this phone sucks,annoyance
completely bummed.  I'm stuck in a ford focus for the weekend.  My car's in the shop.,annoyance
@22jenny I hate snood. lol. sorrry  i dont know how people play it!,annoyance
Dont you hate when u take a bite of an apple and its nasty?im a very sad panda now,annoyance
I don't want to quit my job.,annoyance
@grizzmusic wheres the music mannnn!!?? my inbox is still empty,annoyance
@DR I'm SO jealous- it's pouring right now,annoyance
I really don't like this weather,annoyance
@ep31 well twitter doesn't even work from my phone anymore,annoyance
"@ctrleverything We're off.  I'm sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",annoyance
@Don_J think so.. although think i am being ignored! not a good day,annoyance
@LadyLucius Oh eww that is suck!,annoyance
my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.,annoyance
Friday has a whole different meaning when you have to work Saturday and Sunday,annoyance
Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me!,annoyance
"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for",annoyance
Walmart bails on sponsorship!,annoyance
Just realised i am a very angry person in georgia. Too groggy and uncomfortable and i still haven't driven!,annoyance
@dougiemcfly me too. shit.,annoyance
My ear are popping.,annoyance
Ugh i have boom boom pow stuck in my head and i hate that song,annoyance
FML not having a car is prohibiting finding a job,annoyance
was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,annoyance
Booo totally bored!,annoyance
@ZRHERO wont work!  and it keeps disconecting my pod.. :@ I officially hate it now.,annoyance
@ColetteThomsonx pure twittering my friends  he's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys.,annoyance
@trentvanegas Oh damn. That really sucks,annoyance
I hate going to work on nights that I'm in micro.   At least I get to work with @samaasla!,annoyance
I need to lay down. Cramps suck asshole.,annoyance
Damn internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,annoyance
@happyseaurchin It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people,annoyance
So freaking tired. I want my sleep pattern to be normal,annoyance
Screw you guys and your prom pictures,annoyance
"Stupid jobs, idk what to do.",annoyance
my new dress looks sort of...horrible   http://twitpic.com/64mdc,annoyance
is all alone  sick of doing this assignment! someone do it for me!!!,annoyance
I HATE when my alarm doesn't go off,annoyance
just finished playing mahjong. I lost $38 to Mag and Weisheng!,annoyance
The weather is gross outside. It puts me in a bad mood.,annoyance
"@AmberClare I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me....",annoyance
"MAD AS HELL! SOMEONE STOLE MY PINK &amp; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY",annoyance
work is depressing the hell out of me  i want someone to fukin come on holiday with me in august,annoyance
"So, again, who wants to loan me some money? Anyone? No  Damn Economy   -kicks it-",annoyance
"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam.",annoyance
Happy 2 b out of school!!!!!!! People just piss me off sometimes,annoyance
ugh! nothing to do in the valley  Seriously gotta move out of here!!!,annoyance
Hating GCSE geography,annoyance
ooo my goddddd; vodafone trouble. no network,annoyance
"I started X-Slimmer at eight this morning, it's still going  I hate that it always want's my friggin password.",annoyance
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,annoyance
does not like ups much today...,annoyance
im trying to put up a pic but it wont work!!!!,annoyance
@LimeIce you didnt even send me a nice bid  #twpp,annoyance
I hate tomtom. City traffic sucks,annoyance
egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,annoyance
The case for my iPod Touch is literally falling apart.  So junk,annoyance
is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,annoyance
I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,annoyance
I want to get my braces removed sooo bad!!!!,annoyance
I don't want to apply for jobs!!!,annoyance
"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style",annoyance
Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!,annoyance
The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change,annoyance
This chair is not comfortable at all,annoyance
i have become my mothers slave.,annoyance
"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",annoyance
