Text,Emotion
im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late,anger
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger
i am just feeling grumpy and sore,anger
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger
i think i m feeling dissatisfied with my life,anger
i feel outraged that my life is so easy so blessed,anger
i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way,anger
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,anger
i typically respond when i feel offended,anger
i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith,anger
i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,anger
i read which i feel i didn t need to read makes me a little grumpy,anger
i think maybe about how strongly she feels about him and being there for him but brad looks really distracted,anger
i feel so cluster fucked in my head,anger
when i heard about the way a parent of a friend had mistreated him,anger
i worry that he s feeling resentful for doing woman s work,anger
i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work,anger
i can spend my life condemning others i feel have wronged my people or me and yet my own consequences are strangely bitter,anger
ive always been a giver not a taker i feel selfish in considering this idea,anger
i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade,anger
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i liked the ending but i did feel like it was a little bit rushed,anger
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger
i feel greedy about wanting to see this film series continue,anger
i have to admit that i feel a little irate as well but its under control,anger
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
i just feel resentful and show my resentment by eating tempura and sundaes,anger
i feel the cold more than him,anger
i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,anger
i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger
i feel like a total bitchy person today yay,anger
i feel a little tortured and lost,anger
at one of my close friends saying she didnt like the way i am nice to people i dont know,anger
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,anger
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
a gigantic spider climbed over my face and what is more in my own flat,anger
i don t really feel all that bothered by it to be honest,anger
i guess you could say i am teeter totering right now on the edge and i feel like im dangerous,anger
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,anger
i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work,anger
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i was snapping at everybody and feeling very grumpy in general,anger
i guess the mild pain had made me feel even more impatient to just get on with it,anger
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i am going to feel annoyed with myself,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
im feeling pissed and sad right now,anger
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel rebellious and think let them do so,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
i feel though its pretty dangerous to to apply one strategy to match,anger
i play it i have more different feelings around a cold grim back drop,anger
i feel cranky and annoyed when i dont,anger
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
i tend not to want to cook if i feel grumpy or tired or just stressed,anger
i seek the presence of people of conscience and i feel around me the optimism of youth with its stubborn refusal to accept a fate forced upon it,anger
i want to be to be worthy of them especially when i m feeling the sarcastic crone,anger
i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger
i feel so fucked up these days,anger
i hate feeling so fucked up all the time because of this,anger
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger
i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,anger
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i feel like everything is just so fucked,anger
i shouldve stopped feeling envious she has her own life i knew it but its still so hard,anger
i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed,anger
i bet you are feeling really mad and hurt,anger
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger
i was down feeling greedy and depressed,anger
i mean weve been friends for a long time and these things are not new to me but right now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being,anger
i have a reminder of the joy and peace i feel in his arms i am tortured,anger
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger
i feel equally wronged,anger
i still feel dissatisfied,anger
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger
i was feeling too agitated to read and it was too hot out to walk,anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,anger
i never knew it hurt his feelings i just thought he was being sarcastic in return,anger
i feel annoyed but its because im afraid i wont be able to speak well just like them,anger
i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,anger
i am not even italian but i feel outraged by the stupidity of ppl on this blog,anger
i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over,anger
i feel like a distracted robot,anger
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,anger
i almost feel hated by everyone,anger
at a certain situation i felt myself neglected and undeservedly harmed,anger
im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch,anger
i also feel it can be rude to see your family doctor out and about and approach them together with your ailments,anger
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i am feeling so grumpy today,anger
i am feeling rebellious which is often i suppose,anger
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger
i feel a little calmer im more irritable and impatient than before,anger
i hope i did not make you feel greedy o shit i hope i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy,anger
im feeling a tad rebellious right now,anger
i glanced out the window at the people strolling on the sidewalks carefree suddenly feeling envious of them for reasons i couldn t explain,anger
i feel a bit dissatisfied with my current network,anger
i feel like im not as stubborn,anger
i could be feeling this way from the cold medicine ive been taking for this chest sinus cold,anger
i walk away feeling dissatisfied like i ve waited for my caffeine hit only to get a decaf,anger
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,anger
i didn t even feel cranky about it,anger
i need to reflect on why i feel irritated,anger
i was feeling angry and jealous and deceived,anger
i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad,anger
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,anger
getting a low grade on my physics midterm,anger
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,anger
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,anger
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger
i feel like i do for every one and the only one who does for me does it with an attitude and is aggravated to be asked,anger
i do give up at times when i feel there s no point in a friendship when one cant be bothered,anger
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly,anger
i went back to work feeling agitated and lazy which transformed into this state where i just yelled i dont know,anger
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
i feel more irritable and i feel more sensible now than ever,anger
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,anger
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger
i feel profoundly insulted by this anime how dumb does it think we are,anger
i really don t feel all that bothered by the north london derby,anger
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger
i feel a bit more energized today and less grouchy,anger
i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it,anger
i can t even feel outraged by it,anger
i don t feel stressed,anger
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger
i feel as confused about life as a teenager or as jaded as a year old man,fear
i now feel compromised and skeptical of the value of every unit of work i put in,fear
i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for,fear
i remember feeling acutely distressed for a few days,fear
i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear
i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,fear
i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,fear
i will be able to lay on my bed in the dark and not feel terrified at least for a while,fear
i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,fear
i had stated to her the reason i feel so fearful is because i feel unsafe,fear
i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,fear
i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,fear
i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,fear
i told him that maybe i just need time to think how ive been feeling indecisive about things lately,fear
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,fear
i feel strange coming back to work after my one day holiday,fear
im getting the feeling that my classes are a little intimidated by the concept of a lit,fear
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,fear
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,fear
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,fear
i feel vulnerable and alone,fear
i think im just being stupid feeling nervous,fear
i feel now so uncomfortable with all of them i guess is me,fear
i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,fear
i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear
i am feeling pretty restless right now while typing this,fear
i just feel terrified like im on the edge of a precipice staring ahead,fear
i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,fear
i know im feeling agitated as it is from a side effect of the too high dose,fear
fear of thief,fear
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear
i didnt say was that strong feelings always make me skeptical at first,fear
i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,fear
i feel confused after that,fear
i could feel the frantic need in him the need to make me his,fear
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,fear
i am already feeling frantic,fear
i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,fear
i still feel vulnerable around him,fear
i feel this is doubtful,fear
i feel hesitant about talking about this,fear
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,fear
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,fear
i have been feeling so overwhelmed lately,fear
im contemplating and feeling skeptical,fear
i love him but i feel threatened with him around a little,fear
i found myself in the novel position of feeling a bit uncertain about the stock market rally,fear
i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,fear
i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,fear
i just woke up from my nap and i feel extremely agitated and grumpy,fear
i feel intimidated by the great women in my family tree,fear
i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,fear
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,fear
i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,fear
i giggle nervously when i feel threatened,fear
i picked up feeling a little apprehensive,fear
i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous,fear
i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,fear
i didnt tell you because i didnt want you to feel afraid,fear
i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,fear
i feel distressed music on my mind rewrite fma op,fear
i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,fear
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,fear
i remember feeling uncertain about myself when i was young and especially when i became a teenager,fear
i feel uncomfortable using the word awesome but this idea actually is,fear
im feeling indecisive and it scares me,fear
i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,fear
i feel kind of insecure here anyways back to doha,fear
i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,fear
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear
ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,fear
i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,fear
i ended up shoeless making me feel even more vulnerable and slowing me down further,fear
i had envisioned and intended im just feeling unsure whether i got that vision and intention right,fear
im feeling a combination of terrified and relieved,fear
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,fear
i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,fear
i was feeling nervous sure just like anyone else would be in my position,fear
i was older i might not feel as frightened about spending the time i have left alone,fear
i still feel shaky is because in the worst hit areas the damage and destruction is so complete,fear
i feel uncertain and uneasy,fear
i feel nervous about going back to america not knowing what to expect the transition to be like,fear
i started to feel kind of skeptical about this myself,fear
im feeling agitated and pour more brandy on my coffee,fear
i sense this is wat has let you feeling unsure,fear
i am feeling very apprehensive about the future at the moment,fear
i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,fear
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,fear
i begin to have these doubts my stomach clenches my heart races and i feel fearful,fear
i walia feels suspicious about tarun and bani,fear
i had then these were truly terrifying and still feel shaken and uneasy because of them,fear
i sit here tonight i m pensive tense and feeling a little fearful,fear
i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,fear
i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,fear
i have to admit i am feeling a bit intimidated by the challenge of,fear
i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,fear
i woke up on a beautiful sunday morning feeling restless and miserable,fear
i couldn t turn my head away even when i feel frightened,fear
i feel the most uncertain about the project,fear
i feel apprehensive about the ride ahead,fear
i do not feel insecure or unsafe,fear
i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,fear
i feel fearful of being near them,fear
i do not feel overwhelmed nor rushed,fear
i feel a bit reluctant to turn to other people,fear
i probably love a handful of friends too but i always feel a bit strange when describing this as love,fear
i am feeling a bit strange never felt that ever but should i really stop writing blogs now,fear
i don t know why it is that i feel awkwardly hesitant to return to melbourne,fear
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
i told im i didnt want him to feel uncomfortable,fear
i feel like im a shy enormous pink flamingo man,fear
i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,fear
i feel confused too,fear
i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,fear
i somehow feel more vulnerable without it,fear
i am feeling very fearful that things arent going to go the way i want them to with my ex,fear
i feel rather intimidated by my re his impressive background and the clinic in general,fear
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,fear
i feel so uncomfortable about the word hero,fear
i woke up on the sofa feeling extremely agitated around pm,fear
i am feeling very unsure of my future,fear
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,fear
im just feeling very uncertain and,fear
im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,fear
i don t want you to feel pressured into making love,fear
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,fear
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,fear
ive been feeling a bit overwhelmed with the whole marathon idea lately,fear
i feel suspicious if there is no one outside like the rapture has happened or something,fear
i did manage two short runs and a walk but today im back to feeling just shy of awful,fear
i face turn red and feel shy emm no,fear
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,fear
i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,fear
i feel i am shy and i am afraid of keeping my point of view,fear
i email authors about interviews i feel a little intimidated,fear
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,fear
i really hate that feeling when youre unsure about something,fear
i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,fear
i want to say that i feel vulnerable writing and sharing this info,fear
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,fear
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,fear
i could feel myself getting that shaky feeling,fear
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,fear
i had coped for barely twenty four hours before i was feeling wrung out and distraught,fear
i fully enjoy music when i feel afraid using headphones,fear
i feel pretty insecure about my current relationship,fear
i feel a little strange chasing after them since im so disappointed in the brand as a whole,fear
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,fear
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,fear
im feeling a little gun shy about this,fear
ill smoke a few cigarettes because im feeling a little nervous,fear
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,fear
im feeling confused but ill keep trudging through,fear
i feel scared and stupid,fear
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,fear
i am feeling very anxious about going to therapy w,fear
i am feeling unsure about my words but it also means i am writing which is good,fear
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,fear
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,fear
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,fear
i am beginning to feel startled by how little of last week i remember,fear
im sure ill also feel a bit nervous,fear
i could listen for hours without feeling either threatened or the slightest bit shocked,fear
im feeling a little uptight and pinched today,fear
i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,fear
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,fear
i feel more in control and less frightened about my headaches and migraine attacks excellent service,fear
i guess the trick is i need to go in strong and get what i want and not feel bashful over it,fear
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,fear
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear
i go to little tiny andover and take a walk at night i feel absolutely terrified,fear
i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,fear
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,fear
i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,fear
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,fear
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,fear
i an asylum seeker who i don t know how they live in this country without feeling assaulted,fear
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,fear
i proclaim to have lost a bit of my sanity and feel so shaky,fear
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear
i feel uncomfortable with the fact i am so powerless at the moment,fear
as a child i suffered of nightmares even since than,fear
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,fear
i felt low at this point with missing people i know and i love but feeling helpless to do it,fear
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,fear
i feel i was intimidated by the college and people at home,fear
i go to my son s conference next week and i am already feeling nervous and apprehensive,fear
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,fear
i feel uncertain and not entirely safe,fear
i know thats not true but thats how i feel i get scared,fear
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear
i feel like i m uncertain about things i was once so certain,fear
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear
im not feeling absolutely terrified of more pain and more trauma to my already battered body,fear
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear
i am feeling incredibly restless,fear
ive been feeling really pumped about running again this is very strange,fear
i also feel vulnerable being left on the bed in virtual silence,fear
i feel intimidated by the wide open design and therefore find it hard to write,fear
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,fear
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear
i had an incredible feeling of frantic despair,fear
i am feeling very shaky,fear
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear
im kind of feeling nervous and anxious about all the shit i have to do today,fear
i make the trip i feel a strange combination of excitement and dread,fear
i just don t feel like having distraught parents breathing down my neck,fear
i feel bashful under his teasing scrutiny,fear
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,fear
i just feel weird doing it but i want to make sure he feels loved in there,fear
i wouldnt feel uncomfortable wearing it at work,fear
i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them,fear
i are another reason why foreign tourists feel reluctant to drive in this island,fear
i feel a little bit weird,fear
i guess these expectations of me being so goddamn perfect have made me feel afraid to change,fear
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear
i feel like ya allah im scared puff it was fun man then id an idea,fear
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,fear
i feel like the thing im most nervous about is having two kids,fear
i meet men who feel insecure about women,fear
i feel a bit uncertain really shes a nice girl and good friend material,fear
i feel the pain of this in ways that only a tortured ti could possibly understand,fear
im not feeling insecure this month im feeling full of oomph,fear
i did feel slightly shaky and had a headache,fear
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
i feel so completely helpless to do anything to help those affected by the tornadoes that hav,fear
i was feeling very pressured,fear
i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces,fear
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,fear
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,fear
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear
im sitting there with both boobs hanging out so why do i feel uncomfortable,fear
i can describe what happens to me is that i feel shaky,fear
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear
im feeling hopelessly restless,fear
i did not feel its strange effects no more,fear
i am feeling a little uncertain about my skills in the birthday party arena,fear
while cycling in the country,fear
i am feeling terrified anxious excited and apprehensive among a million other things,fear
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,fear
i feel tortured and sickened exactly the way i felt the last day of lances leave,fear
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,fear
i think the sooner we do the better well all feel greg im already in a distressed mood mom,fear
i am a bit out of my comfort zone too and im feeling a tad apprehensive,fear
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear
